Spalte2	Spalte1
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • European Management (Master's Degree) • Technical University of Applied Sciences Wildau • Wildau
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • European Business Management • Technical University of Applied Sciences Wildau • Wildau
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business Studies • Jade University of Applied Sciences Wilhelmshaven/Oldenburg/Elsfleth • Wilhelmshaven
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • Agriculture, Ecology & Societies (AGES) • University of Kassel • Witzenhausen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Agriculture, Forestry and Nutritional Sciences in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Global Trade Management (Master of Arts) • Worms University of Applied Sciences • Worms
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters, 4 semesters
Law, Economics and Social Sciences	Bachelor's degree • Aviation Management Bachelor of Arts • Worms University of Applied Sciences • Worms
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • Entrepreneurship (Master of Arts) • Worms University of Applied Sciences • Worms
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters, 4 semesters
Law, Economics and Social Sciences	Master's degree • Applied Economics • University of Wuppertal • Wuppertal
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • BA in International Management • Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) • Würzburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • International Economic Policy (IEP) • Julius-Maximilians-Universität Würzburg • Würzburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • International Social Work with Refugees and Migrants • Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) • Würzburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Social Services
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • MEng Business Engineering • Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) • Würzburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Engineering in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • MA Managing Global Dynamics • Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) • Würzburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • Management International • Julius-Maximilians-Universität Würzburg • Würzburg
filler	University
Law, Economics and Social Sciences	Subject
